id,jobname,joburl,jobcategory,companyname,companyurl,companycategory
daml1,Senior Software Support Engineer,https://boards.greenhouse.io/digitalasset/jobs/6008527,ENGINEERING,Daml,https://boards.greenhouse.io/digitalasset,Infra
daml2,Software Support Engineer,https://boards.greenhouse.io/digitalasset/jobs/6009170,ENGINEERING,Daml,https://boards.greenhouse.io/digitalasset,Infra
darkfi1,Developer,https://darkrenaissance.github.io/darkfi/dev/contrib/contrib.html#employment,ENGINEERING,DarkFi,https://darkrenaissance.github.io/darkfi/dev/contrib/contrib.html#employment,Infra
aztec1,Proving Systems Security Engineer,https://boards.eu.greenhouse.io/aztec/jobs/4258022101,SECURITY,Aztec,https://boards.eu.greenhouse.io/aztec,layer2
aztec2,Ecosystem Lead,https://boards.eu.greenhouse.io/aztec/jobs/4303324101,PRODUCT,Aztec,https://boards.eu.greenhouse.io/aztec,layer2
aztec3,Software Engineer (Noir Generalist),https://boards.eu.greenhouse.io/aztec/jobs/4328851101,ENGINEERING,Aztec,https://boards.eu.greenhouse.io/aztec,layer2
aztec4,Legal Intern,https://wellfound.com/jobs/3016498-legal-intern,LEGAL,Aztec,https://boards.eu.greenhouse.io/aztec,layer2
aztec5,Senior Brand Designer,https://wellfound.com/jobs/3019331-senior-brand-designer,MARKETING,Aztec,https://boards.eu.greenhouse.io/aztec,layer2
aztec6,Product Marketing Lead,https://wellfound.com/jobs/3019330-product-marketing-lead,MARKETING,Aztec,https://boards.eu.greenhouse.io/aztec,layer2
aztec7,Site Reliability Engineer,https://wellfound.com/jobs/3017606-site-reliability-engineer,ENGINEERING,Aztec,https://boards.eu.greenhouse.io/aztec,layer2
cori1,Backend Blockchain Engineer,https://www.linkedin.com/jobs/view/3869617724/,ENGINEERING,COTI,https://coti.io/careers,layer2
polybase1,Head of Marketing,https://polybase.notion.site/Head-of-Marketing-fa176c7548b944d4870fa4bab9b58ddc,MARKETING,Polybase,https://polybaselabs.com/careers,layer2
wasabi1,C.NET DEVELOPER,https://forms.monday.com/forms/c74d845ed91d937c4cea5d229e203cd5?r=use1,ENGINEERING,Wasabi Wallet,https://wasabiwallet.io/contribution.html,Wallet
frame1,Lead Security Engineer,https://framelabs.notion.site/Lead-Security-Engineer-f790bb2de22f4b51b8e656080004389d,SECURITY,Frame,https://framelabs.notion.site/Join-Frame-Labs-bf796117a50040159b61c092ad89870d,Wallet
frame2,Senior Engineer,https://framelabs.notion.site/Senior-Engineer-a40cc11086af41db932e1419d2ddd82b,ENGINEERING,Frame,https://framelabs.notion.site/Join-Frame-Labs-bf796117a50040159b61c092ad89870d,Wallet
frame3,Full-stack Engineer,https://framelabs.notion.site/Full-stack-Engineer-4ec2d924306e49998aef1f37cf47a918,ENGINEERING,Frame,https://framelabs.notion.site/Join-Frame-Labs-bf796117a50040159b61c092ad89870d,Wallet
frame4,web3 Engineer,https://framelabs.notion.site/web3-Engineer-1298f5c79915463cb72693f2fea083d1,ENGINEERING,Frame,https://framelabs.notion.site/Join-Frame-Labs-bf796117a50040159b61c092ad89870d,Wallet
alephzero1,Marketing Lead - APAC,https://careers.alephzero.org/companies/aleph-zero/jobs/33199728-marketing-lead-apac-m-f-div#content,MARKETING,Aleph Zero,https://careers.alephzero.org/companies/aleph-zero#content,Infra
alephzero2,Frontend Engineer,https://careers.alephzero.org/companies/aleph-zero/jobs/21105112-frontend-engineer-m-f-div#content,ENGINEERING,Aleph Zero,https://careers.alephzero.org/companies/aleph-zero#content,Infra
alephzero3,Software Developer - Rust,https://careers.alephzero.org/companies/aleph-zero/jobs/20944514-software-developer-rust-m-f-div#content,ENGINEERING,Aleph Zero,https://careers.alephzero.org/companies/aleph-zero#content,Infra
ethernitycloud1,Rust Developer,https://ethernity.cloud/rust-developer.pdf,ENGINEERING,Ethernity Cloud,https://ethernity.cloud/company#careers,Computing
ethernitycloud2,Python Developer,https://ethernity.cloud/python-developer.pdf,ENGINEERING,Ethernity Cloud,https://ethernity.cloud/company#careers,Computing
ethernitycloud3,DevOps Engineer,https://ethernity.cloud/devops.pdf,ENGINEERING,Ethernity Cloud,https://ethernity.cloud/company#careers,Computing
chainreaction1,System V&V Engineer,https://chain-reaction.io/careers/co/tel-aviv-yokneam/DA.448/system-vv-engineer/all/,ENGINEERING,Chain Reaction,https://chain-reaction.io/careers/,Computing
chainreaction2,Embedded Software Engineer,https://chain-reaction.io/careers/co/tel-aviv-yokneam/16.54C/embedded-software-engineer/all/,ENGINEERING,Chain Reaction,https://chain-reaction.io/careers/,Computing
nillion1,Developer Relations Engineer (Remote - Europe),https://apply.workable.com/nillion/j/838609193E/,ENGINEERING,nillion,https://apply.workable.com/nillion/,Computing
nillion2,Senior DevOps Engineer (Remote - AMER),https://apply.workable.com/nillion/j/3BAA97E447/,ENGINEERING,nillion,https://apply.workable.com/nillion/,Computing
nillion3,Web3 Product Owner (Remote - Europe),https://apply.workable.com/nillion/j/125602E51C/,PRODUCT,nillion,https://apply.workable.com/nillion/,Computing
nillion4,Senior Blockchain Engineer (Cosmos SDK),https://apply.workable.com/nillion/j/29B4D07606/,ENGINEERING,nillion,https://apply.workable.com/nillion/,Computing
arpa1,Software Engineer,https://jobs.lever.co/ARPA/9c350538-5ab5-4e34-9aaf-15ecc91b784e,ENGINEERING,ARPA,https://jobs.lever.co/ARPA,Computing
arpa2,Operations Analyst,https://jobs.lever.co/ARPA/e54fe7e5-931f-4175-8610-a73fd998cbbd,OPERATIONS,ARPA,https://jobs.lever.co/ARPA,Computing
arpa3,Personal Assistant,https://jobs.lever.co/ARPA/64e198a0-652b-465f-85b6-2e3db1a865a0,OPERATIONS,ARPA,https://jobs.lever.co/ARPA,Computing
arpa4,Digital Asset Hedge Fund Operations Associate,https://jobs.lever.co/ARPA/71a817fc-afc9-424a-bba8-06a3aceb5a99,OPERATIONS,ARPA,https://jobs.lever.co/ARPA,Computing
arpa5,Business Operations Associate,https://jobs.lever.co/ARPA/c9b402b9-c572-4abb-ac14-0c85045f0448,MARKETING,ARPA,https://jobs.lever.co/ARPA,Computing
arpa6,Global Growth & Marketing Analyst Manager,https://jobs.lever.co/ARPA/6d6376af-6c16-454b-ad9c-17ef6a9b9e1a,MARKETING,ARPA,https://jobs.lever.co/ARPA,Computing
arpa7,Product Owner,https://jobs.lever.co/ARPA/4faa3385-ee1e-4d2b-992b-91c620bc6492,PRODUCT,ARPA,https://jobs.lever.co/ARPA,Computing
foundation1,Head of Growth,https://foundation.xyz/jobs/#jobCollapse1,MARKETING,Foundation,https://foundation.xyz/jobs/,Hardware
spruceid1,Quality Engineer,https://jobs.lever.co/sprucesystems/d05ebda3-49d3-46f2-8905-fb6b988de6ba,ENGINEERING,SpruceID,https://jobs.lever.co/sprucesystems,DID
spruceid2,React Native Developer,https://jobs.lever.co/sprucesystems/dc335f4f-569d-4da8-a433-1f7d7a4aeef7,ENGINEERING,SpruceID,https://jobs.lever.co/sprucesystems,DID
spruceid3,Site Reliability Engineer,https://jobs.lever.co/sprucesystems/cc0863b6-f021-4e9f-b45b-4b407fc7515a,ENGINEERING,SpruceID,https://jobs.lever.co/sprucesystems,DID
spruceid4,Software Engineer - Android,https://jobs.lever.co/sprucesystems/d9129120-2757-4882-aec2-0d1a73441df6,ENGINEERING,SpruceID,https://jobs.lever.co/sprucesystems,DID
spruceid5,Software Engineer - Cross-Platform Rust,https://jobs.lever.co/sprucesystems/cf2bb70b-a33a-48d9-8d83-2f547850eaf4,ENGINEERING,SpruceID,https://jobs.lever.co/sprucesystems,DID
spruceid6,Business Development - B2B,https://jobs.lever.co/sprucesystems/09636ad4-682c-42e5-b0f6-95718fad6b23,OPERATIONS,SpruceID,https://jobs.lever.co/sprucesystems,DID
spruceid7,Business Development - Public Sector,https://jobs.lever.co/sprucesystems/5f8b67a7-1003-478c-9be0-44562ff17a0f,OPERATIONS,SpruceID,https://jobs.lever.co/sprucesystems,DID
clique1,Marketing Lead,https://cliqueofficial.notion.site/Marketing-Lead-8a74a9cc9d064829bf947f8775130a2e,MARKETING,Clique,https://cliqueofficial.notion.site/Clique-Careers-baf09f37cf2f412dad6fff88e61854b2,DID
clique2,B2C Product Growth Lead,https://cliqueofficial.notion.site/B2C-Product-Growth-Lead-a51db100789d4d349c8392aedb26481e,MARKETING,Clique,https://cliqueofficial.notion.site/Clique-Careers-baf09f37cf2f412dad6fff88e61854b2,DID
clique3,B2B Product Manager,https://cliqueofficial.notion.site/B2B-Product-Manager-dd5d13d9e56e49ee8d1f03eddc05eebe,PRODUCT,Clique,https://cliqueofficial.notion.site/Clique-Careers-baf09f37cf2f412dad6fff88e61854b2,DID
clique4,Growth Operations,https://cliqueofficial.notion.site/Growth-Operations-9cc08e57000f4890ae55d68e2a8ab2af,OPERATIONS,Clique,https://cliqueofficial.notion.site/Clique-Careers-baf09f37cf2f412dad6fff88e61854b2,DID
clique5,DeFi Strategy Lead,https://cliqueofficial.notion.site/DeFi-Strategy-Lead-c5b7b3ab37e645d3908a81fd6f647e55,MARKETING,Clique,https://cliqueofficial.notion.site/Clique-Careers-baf09f37cf2f412dad6fff88e61854b2,DID
clique6,Cryptography Engineer,https://cliqueofficial.notion.site/Cryptography-Engineer-eb197a293b4a47619c478da6dc12ef14,ENGINEERING,Clique,https://cliqueofficial.notion.site/Clique-Careers-baf09f37cf2f412dad6fff88e61854b2,DID
clique7,Backend & Infra Engineer,https://cliqueofficial.notion.site/Backend-Infra-Engineer-6f3259cd79c640a4b57413d8429da07a,ENGINEERING,Clique,https://cliqueofficial.notion.site/Clique-Careers-baf09f37cf2f412dad6fff88e61854b2,DID
clique8,Senior Smart Contract Engineer,https://cliqueofficial.notion.site/Senior-Smart-Contract-Engineer-d55d2f4b35334f8da46360879dfefbe7,ENGINEERING,Clique,https://cliqueofficial.notion.site/Clique-Careers-baf09f37cf2f412dad6fff88e61854b2,DID
clique9,Developer Relations,https://cliqueofficial.notion.site/Developer-Relations-cc30192067d64c85b7506fb8923a7524,ENGINEERING,Clique,https://cliqueofficial.notion.site/Clique-Careers-baf09f37cf2f412dad6fff88e61854b2,DID
clique10,PWA Engineer,https://cliqueofficial.notion.site/PWA-Engineer-280cd46d71a94340beb5163bcccec04c,ENGINEERING,Clique,https://cliqueofficial.notion.site/Clique-Careers-baf09f37cf2f412dad6fff88e61854b2,DID
clique11,Testing Engineer,https://cliqueofficial.notion.site/Testing-Engineer-df4eb3b12c2e4fe7854edcaa83ff2054,QA,Clique,https://cliqueofficial.notion.site/Clique-Careers-baf09f37cf2f412dad6fff88e61854b2,DID
clique12,Full-Stack Engineer,https://cliqueofficial.notion.site/Full-Stack-Engineer-Browser-Extension-Specialist-04a192fd1b454be9bc2d2e9bf48a277b,ENGINEERING,Clique,https://cliqueofficial.notion.site/Clique-Careers-baf09f37cf2f412dad6fff88e61854b2,DID
sphereon,Sales Executive,https://sphereon.com/job-openings-sales-executive/,SALES,Sphereon,https://sphereon.com/blockchain-job-openings-at-sphereon/,DID
sphereon2,Developer (senior),https://sphereon.com/job-openings-for-software-developers/,ENGINEERING,Sphereon,https://sphereon.com/blockchain-job-openings-at-sphereon/,DID
sphereon3,Blockchain developer,https://sphereon.com/job-openings-for-software-developers/,ENGINEERING,Sphereon,https://sphereon.com/blockchain-job-openings-at-sphereon/,DID
zkpass1,Software Engineer,https://zkpass.gitbook.io/zkpass/supports/were-hiring,ENGINEERING,zkPass,https://zkpass.gitbook.io/zkpass/supports/were-hiring,DID
zkpass2,UX/UI Designer,https://zkpass.gitbook.io/zkpass/supports/were-hiring,PRODUCT,zkPass,https://zkpass.gitbook.io/zkpass/supports/were-hiring,DID
kilt1,Software Developer Rust,https://www.kilt.io/about-us/careers,ENGINEERING,KILT,https://www.kilt.io/about-us/careers,DID
chainport1,Backend & DevOps Engineer,https://www.chainport.io/jobs,ENGINEERING,Chainport,https://www.chainport.io/jobs,Bridge
chainport2,Cyber Security Specialist,https://www.chainport.io/jobs,SECURITY,Chainport,https://www.chainport.io/jobs,Bridge
chainport3,Marketing Manager,https://www.chainport.io/jobs,MARKETING,Chainport,https://www.chainport.io/jobs,Bridge
chainport4,QA & Support Lead Engineer,https://www.chainport.io/jobs,ENGINEERING,Chainport,https://www.chainport.io/jobs,Bridge
chainport5,Senior Front-End Engineer,https://www.chainport.io/jobs,ENGINEERING,Chainport,https://www.chainport.io/jobs,Bridge
chromium1,Business Development,https://carbon.website/job/business-development/,SALES,Carbon,https://carbon.website/jobs/,Browser
chromium2,UX Designer,https://carbon.website/job/ux-designer/,PRODUCT,Carbon,https://carbon.website/jobs/,Browser
chromium3,Chromium Developer,https://carbon.website/job/chromium-developer/,ENGINEERING,Carbon,https://carbon.website/jobs/,Browser
puma1,iOS Engineer,https://www.pumabrowser.com/careers/ios-engineer,ENGINEERING,Puma Browser,https://www.pumabrowser.com/careers,Browser
puma2,Android Engineer,https://www.pumabrowser.com/careers/android-engineer,ENGINEERING,Puma Browser,https://www.pumabrowser.com/careers,Browser
puma3,Head of Memes & Growth ,https://www.pumabrowser.com/careers/head-of-memes-growth,MARKETING,Puma Browser,https://www.pumabrowser.com/careers,Browser
grapheneos1,GrapheneOS Remote Developer,https://grapheneos.org/hiring,ENGINEERING,Graphene OS,https://grapheneos.org/hiring,OS
codex1,Senior Full-Stack Engineer,https://boards.greenhouse.io/codex/jobs/5737912,ENGINEERING,Codex,https://codex.storage/join-us,Storage
codex2,Zero Knowledge Researcher - Codex,https://boards.greenhouse.io/codex/jobs/5921381,CRYPTOGRAPHY,Codex,https://codex.storage/join-us,Storage
codex3,Students Program Codex,https://boards.greenhouse.io/codex/jobs/4603013,OTHER,Codex,https://codex.storage/join-us,Storage
swarm1,Researcher & Developer (GO and Solidity),https://www.ethswarm.org/jobs/research-team-researcher-developer,ENGINEERING,Swarm,https://www.ethswarm.org/jobs,Storage
Swarm2,Senior Software Engineer,https://www.ethswarm.org/jobs/senior-software-engineer-go,ENGINEERING,Swarm,https://www.ethswarm.org/jobs,Storage
Swarm3,Grant Manager,https://www.ethswarm.org/jobs/grant-manager,OPERATIONS,Swarm,https://www.ethswarm.org/jobs,Storage
Swarm4,Browser extension developer,https://www.ethswarm.org/jobs/browser-extension-developer,ENGINEERING,Swarm,https://www.ethswarm.org/jobs,Storage
swarm5,JavaScript Developer,https://www.ethswarm.org/jobs/javascript-developer-fairdrive,ENGINEERING,Swarm,https://www.ethswarm.org/jobs,Storage
storj1,Site Reliability - DevOps Engineer,https://storj.bamboohr.com/careers/74?source=aWQ9MzM=,ENGINEERING,Storj,https://www.storj.io/careers#open-positions,Storage
privy1,Forward Deployed Engineer,https://jobs.ashbyhq.com/privy/be704bc4-74b7-45cc-9bab-bc150a6b2858,ENGINEERING,Privy,https://jobs.ashbyhq.com/privy,Other
Privy2,Senior/Staff Software Engineer - Security,https://jobs.ashbyhq.com/privy/3615fe17-f10c-477e-a246-43eb8fac4cb1,SECURITY,Privy,https://jobs.ashbyhq.com/privy,Other
Privy3,Senior/Staff Software Engineer - Backend,https://jobs.ashbyhq.com/privy/de86a764-558f-4729-8f7e-81371c80bb21,ENGINEERING,Privy,https://jobs.ashbyhq.com/privy,Other
Privy4,Senior/Staff Software Engineer - Fullstack,https://jobs.ashbyhq.com/privy/8aeff2e1-1fdf-4123-ae81-3867507c239e,ENGINEERING,Privy,https://jobs.ashbyhq.com/privy,Other
Privy5,Senior/Staff Software Engineer - Security,https://jobs.ashbyhq.com/privy/c46f2751-8b05-472c-aaac-9b095baf41b5,SECURITY,Privy,https://jobs.ashbyhq.com/privy,Other
Privy6,General Application,https://jobs.ashbyhq.com/privy/f3ff2818-e67a-4999-a8da-a86079b218aa,OTHER,Privy,https://jobs.ashbyhq.com/privy,Other
ethermail2,Sales Associate,https://ethermail.breezy.hr/p/58dbd4f0073201-sales-associate,SALES,EtherMail,https://ethermail.breezy.hr/,Other
Ethermail6,Backend Developer,https://ethermail.breezy.hr/p/022c5c5d57a101-backend-developer,ENGINEERING,EtherMail,https://ethermail.breezy.hr/,Other
Ethermail7,Data Analyst,https://ethermail.breezy.hr/p/570edb9f2c8201-data-analyst,RESEARCH,EtherMail,https://ethermail.breezy.hr/,Other
ethermail8,Enterprise Marketing & Event Success Specialist,https://ethermail.breezy.hr/p/65fdc0a8414f01-enterprise-marketing-event-success-specialist,MARKETING,EtherMail,https://ethermail.breezy.hr/,Other
mailchain1,Senior Protocol Engineer,https://mailchain.xyz/careers?gh_jid=4041747101,ENGINEERING,Mailchain,https://mailchain.com/careers,Other
mailchain2,General Application,https://mailchain.xyz/careers?gh_jid=4091945101,OTHER,Mailchain,https://mailchain.com/careers,Other
rotki1,Python Backend Developer,https://rotki.com/jobs/backend,ENGINEERING,Rotki,https://rotki.com/jobs/,Other
rotki2,Vue.js - TypeScript Developer,https://rotki.com/jobs/frontend,ENGINEERING,Rotki,https://rotki.com/jobs/,Other
rotki3,UI/UX designer,https://rotki.com/jobs/ui-ux,PRODUCT,Rotki,https://rotki.com/jobs/,Other
O1labs1,Engineering manager - Exploration team,https://boards.greenhouse.io/o1labs/jobs/5150922004,ENGINEERING,O(1) Labs,https://boards.greenhouse.io/o1labs,Labs
O1labs2,Protocol Engineer,https://boards.greenhouse.io/o1labs/jobs/4082783004,ENGINEERING,O(1) Labs,https://boards.greenhouse.io/o1labs,Labs
O1labs3,SDK Engineer,https://boards.greenhouse.io/o1labs/jobs/4088137004,ENGINEERING,O(1) Labs,https://boards.greenhouse.io/o1labs,Labs
heliax1,Research Cryptographer & Mathematician,https://heliax.dev/jobs/research-cryptographer-mathematician,CRYPTOGRAPHY,Heliax,https://heliax.dev/jobs,Labs
heliax2,Distributed Systems Theorist,https://heliax.dev/jobs/distributed-systems-theorist,RESEARCH,Heliax,https://heliax.dev/jobs,Labs
